10132|Dr M M Gichangi Opthamological Clinic|Nyeri
10133|Dr M M Mburu Gynae / Obstretric Clinic|NYERI
10134|Dr Macharia|Kiambu
10135|Dr Maina|KIAMBU
10136|Dr Mate Gynae/Obstetic Clinic|Nyeri
10137|Dr Muhiu Medical Clinic|MURANG'A
10138|Thika Arcade Health Services|KIAMBU
10139|Dr Mukui|KIAMBU
10141|Dr Mukui F K Psychiatric Clinic|NYERI
10142|Dr Mulingwa|KIAMBU
10143|Dr Muraya Clinic|KIRINYAGA
10144|Dr Mwangi Medical Clinic|NYERI
10145|Dr N N Ngugi Dental Clinic|Nyeri
10146|Dr Ndambuki Clinic|Kirinyaga
10147|Dr Ndungu Wamburu Clinic|Nyeri
10148|Dr Nguhiu|KIAMBU
10149|Dr Njue M G Pathological Clinic|Nyeri
10150|Dr Njuguna Thuo Gynae/ Obstetic Clinic|Nyeri
10151|Dr P M Mbugua|Nyeri
10153|Dr V M Muyembe Orthopaedic Clinic|Nyeri
10154|Dr Wachira|KIAMBU
10155|Dr Waihenya|KIAMBU
10156|Dr Wanjohi|KIAMBU
10157|Ebenezar Medical Clinic (Muranga North)|MURANGA
10158|Ebenezer Medical Clinic (Lari)|Kiambu
10159|Ebenezer Medical Clinic (Nyeri North)|Nyeri
10160|Ebenezer Medical Clinic (Nyeri South)|NYERI
10161|Ebenezer Medical Clinic (Thika)|KIAMBU
10162|Eddiana Hospital|KIAMBU
10166|Embaringo Dispensary|NYERI
10167|Emmanuel M/C VCT Centre|KIAMBU
10168|Emmanuel Medical Clinic (Nyeri North)|NYERI
10169|Emmaus Medical Clinic|MURANG'A
10170|Endarasha Rural Health Centre|NYERI
10171|Engineer District Hospital|NYANDARUA
10172|Enkasiti Roses Farm Clinic|Kiambu
10173|Eunice Medical Clinic|NYERI
10174|Eye Sight Clinic|Nyeri
10176|Faith Health Services Medical Clinic|MURANGA
10177|Faith Medical Clinic (Nyeri North)|NYERI
10178|Family Care Medical Clinic|KIAMBU
10179|Family Dental Clinic|KIRINYAGA
10180|Family Health Clinic|Nyeri
10181|Family Health Clinic (Nyeri South)|Nyeri
10182|Family Planning Association of Kenya Clinic (Nyeri|Nyeri
10183|Family Smiles Dental Clinic|Nyeri
10184|Focus Medical Clinic and Counselling Centre|KIAMBU
10185|Fr Baldo Cath Disp|NYANDARUA
10187|Franjane Medical Clinic|MURANGA
10188|Frayjoy Clinic (Dr Tumbo)|KIRINYAGA
10189|GK Prison Dispensary|NYANDARUA
10190|Gacharage Dispensary|MURANG'A
10191|Gacharageini Dispensary|MURANG'A
10192|Gachatha Medical Clinic (Nyeri South)|Nyeri
10194|Gachege Dispensary|MURANG'A
10195|Gachika Dispensary|KIAMBU
10196|Gachika Orthodox Medical Clinic|Nyeri
10197|Gaciongo Dispensary (Kirinyaga)|KIRINYAGA
10198|Gadi Medical Clinic|NYERI
10199|Gaichanjiru Hospital|MURANG'A
10200|Gakawa Dispensary|NYERI
10201|Gakira Medical Clinic|MURANG'A
10202|Gakoe Health Centre|KIAMBU
10203|Gakurwe Dispensary|MURANG'A
10204|Gakuyuini Medical Clinic|MURANGA
10205|Garrissa Highway Medical Clinic|KIAMBU
10206|Gatamu Medical Clinic|NYERI
10207|Gatanga Dispensary|MURANG'A
10208|Gatangara Dispensary|MURANG'A
10209|Gatara Health Centre|MURANGA
10210|Gatei Dispensary|NYERI
10211|Gateways Medical Clinic|MURANG'A
10212|Gathaithi Dispensary|MURANG'A
10213|Gathambi Health Centre|KIRINYAGA
10214|Gathanga Dispensary|KIAMBU
10215|Gathara Dispensary|NYANDARUA
10216|Gatheru Dispensary|MURANG'A
10217|Gathigiriri Health Centre|KIRINYAGA
10219|Gathiruini (PCEA) Dispensary|KIAMBU
10220|Gatina Dispensary|NYERI
10221|Gatithi Dispensary|KIRINYAGA
10222|Gatitu Dispensary|NYERI
10223|Gatondo Dispensary (Kipipiri)|NYANDARUA
10224|Gatondo Dispensary (Nyeri North)|NYERI
10226|Gatuamba Medical Clinic|NYERI
10227|Gatuanyaga Dispensary|KIAMBU
10228|Gatugi Mission Dispensary|NYERI
10229|Gatugura Dispensary|KIRINYAGA
10231|Gatukuyu Medical Clinic|KIAMBU
10232|Gatumbi (SDA) Dispensary|KIRINYAGA
10233|Gatundu District Hospital|KIAMBU
10234|Gatunyu Dispensary|MURANG'A
10235|Gatura (PCEA) Dispensary|Nyeri
10236|Gatura Healh Centre|MURANG'A
10237|Gaturi Medical Clinic|MURANG'A
10239|Gatwe Health Centre|KIRINYAGA
10240|Gawa Medical Clinic|Kiambu
10241|Generations Medical Clinic|MURANG'A
10242|Genesis Clinic (Kirinyaga)|KIRINYAGA
10244|Geta Bush Health Centre|NYANDARUA
10245|Geta Forest Dispensary|NYANDARUA
10246|Giachuki Medical Clinic|Kiambu
10247|Giakaibei Catholic Dispensary|NYERI
10248|Giathanini Dispensary|MURANG'A
10249|Gichiche Health Centre|NYERI
10250|Gichiche Medical Clinic|NYERI
10251|Gichira Health Centre|NYERI
10252|Gichuru Dispensary|KIAMBU
10253|Gikoe Dispensary|MURANG'A
10254|Gikoe Medical Clinic|MURANGA
10256|Gikui Health Centre|MURANG'A
10257|Gitare Health Centre (Gatundu)|KIAMBU
10258|Gitaro Dispensary|MURANG'A
10259|Gitata Medical Clinic|NYERI
10260|Gitaus Medical Clinic|MURANGA
10261|Githagara Health Centre|MURANG'A
10262|Githanga (ACK) Dispensary|NYERI
10263|Githiga Health Centre|KIAMBU
10264|Githiga Midways Clinic|Kiambu
10265|Githirioni Dispensary|KIAMBU
10266|Githuani (ACK) Dispensary|KIRINYAGA
10267|Githumu Hospital|MURANG'A
10268|Githunguri Dispensary|MURANG'A
10269|Githunguri Health Centre|KIAMBU
10270|Githunguri Health Services Clinic|KIAMBU
10271|Githunguri Heathwatch Clinic|KIAMBU
10272|Githunguri Medical Plaza Clinic|KIAMBU
10273|Githurai Community Clinic|KIAMBU
10274|NMC|KIRINYAGA
10275|Gitiha Dispensary|KIAMBU
10277|Gituamba Dispensary|Kiambu
10278|Gituamba Medical Clinic|KIAMBU
10279|Gitugi Dispensary (Muranga North)|MURANG'A
10280|Gitugi Dispensary (Nyeri South)|NYERI
10281|Gitundu (ACK) Dispensary|NYERI
10282|Gitunduti Catholic Dispensary|Nyeri
10283|AIC Gituru Dispensary|MURANG'A
10284|Gitwe Medical Clinic|KIAMBU
10285|GK Prison Dispensary (Gathigiriri )|KIRINYAGA
10286|GK Prison Dispensary (Kingongo)|NYERI
10287|GK Prison Dispensary (Muranga)|MURANG'A
10288|GK Prison Dispensary (Ruiru)|KIAMBU
10290|GK Prisons Dispensary (Kiambu Town)|KIAMBU
10291|Glory Medical Clinic|KIAMBU
10293|Good Health Medical Clinic|Kiambu
10294|Good Hope Hospital|LAIKIPIA
10295|Good Hope Medical Clinic|Nyeri
10296|Good Samaritan (ACK) Medical Clinic|NYERI
10297|Good Samaritan Health Services (Kirinyaga)|KIRINYAGA
10298|Good Shepherd Medical Clinic (Nyeri North)|NYERI
10299|Good Shepherd Medical Clinic (Nyeri South)|Nyeri
10300|Goodwill Clinic|Kirinyaga
10301|Gracious M Clinic|Nyandarua
10303|Green Hill Medical Clinic|Nyeri
10304|Gsu Dispensary (Ruiru)|KIAMBU
10305|Gumba Health Centre|NYERI
10306|Ham Medical Clinic|Kiambu
10308|Kahawa Wendani Hospital|KIAMBU
10310|Healthscope Clinic (Muranga North)|MURANGA
10312|Heni Health Centre|NYANDARUA
10313|Heshima Clinic|KIRINYAGA
10314|Heshima Medical Clinic|Nyeri
10316|Hezeman Afya Bora| Tech & Technologists Board
10318|Highway Medical Clinic (Kirinyaga)|KIRINYAGA
10319|Highway Medical Enterprises| Tech & Technologists Board
10320|Holy Family Dispensary|NYANDARUA
10321|Holy Cross Dispensary|KIAMBU
10322|Holy Rosary Ikinu Dispensary|KIAMBU
10323|Hope Medical Clinic (Gatundu South)|KIAMBU
10324|Hope Medical Clinic (Kigumo)|MURANGA
10325|Hope Medical Clinic (Kirinyaga)|KIRINYAGA
10327|Hope Medical Clinic (Nyeri North)|Nyeri
10329|Huruma Medical Clinic (Gatundu)|Kiambu
10331|Ichagachiru Dispensary|NYERI
10332|Ichagaki (Mission) Health Centre|MURANG'A
10333|Ichamara Dispensary|NYERI
10334|Ichamara Medical Clinic|NYERI
10335|Ichichi Dispensary|MURANG'A
10336|Ideal Medical Clinic (Nyeri North)|Nyeri
10337|Igana Dispensary|NYERI
10338|Igegania Sub-District Hospital|KIAMBU
10339|Ihuririo Dispensary|NYERI
10340|Ihururu Health Centre|NYERI
10341|Ihururu Medical Clinic|NYERI
10342|Ihwa Medical Clinic|Nyeri
10343|Ihwagi Medical Clinic|Nyeri
10344|Ikumbi Clinic|MURANGA
10345|Imani Medical Clinic (Kiambu West)|KIAMBU
10347|Imani Medical Clinic (Muranga North)|MURANGA
10348|Imani Medical Clinic (Nyeri South)|Nyeri
10349|Immaculate Heart of Mary Hospital|KIAMBU
10351|Immanuel Medical Clinic|Kiambu
10352|Iriaini Medical Clinic|NYERI
10353|Irigiro Dispensary|MURANG'A
10354|Iruri Dispensary|MURANG'A
10355|Island Farms Dispensary|NYERI
10356|Itara Medical Clinic|NYERI
10357|Ithanga Dispensary|MURANG'A
10358|Ithare Medical Clinic|KIRINYAGA
10359|Ithe-Kahuno Medical Clinic|NYERI
10360|Itiati Dispensary|NYERI
10361|Itundu Dispensary|NYERI
10362|Itundu Medical Clinic|Nyeri
10363|Ituramiro Medical Clinic|Kiambu
10364|Jaima Clinic|KIRINYAGA
10366|Jamaica Medical Clinic|Nyeri
10367|James Clinic and Lab Services|MURANG'A
10368|Jamii Hospital|NYERI
10370|Jamii Medical Clinic (Gatundu)|KIAMBU
10371|Jamii Medical Clinic (Muranga North)|MURANGA
10372|Jamwa Medical Clinic|Nyeri
10373|Jehova Jireh Clinic|KIRINYAGA
10374|Jekam Medical Clinic|MURANGA
10375|Jesmond (ACK) Dispensary (Mburi)|KIRINYAGA
10377|Jirani Medical Clinic|MURANG'A
10378|Jkuat Hospital|KIAMBU
10379|Joshua Memorial Mbai Dispensary|KIRINYAGA
10380|Joskae Clinic Kibingoti|KIRINYAGA
10381|Joy Medical Clinic (Thunguma)|Nyeri
10382|Joy Medical Services (Majengo)|Nyeri
10383|Joy Town Clinic|KIAMBU
10384|Joyland Medical Clinic|KIAMBU
10385|Jubilee Medical Clinic|KIAMBU
10386|Juja Farm Health Centre|KIAMBU
10388|Kabare Health Centre|KIRINYAGA
10389|Kabati Dispensary|NYERI
10390|Kabiruini Health Clinic|NYERI
10391|Kabati Medical Clinic|MURANGA
10392|Kabuteti (AIC) Medical Clinic|Kiambu
10393|Kabuti Clinic|KIRINYAGA
10394|Kagaa Dispensary|KIAMBU
10396|Kagere Dispensary|NYERI
10397|Kagicha Dispensary|NYERI
10398|Kagio Catholic Dispensary (Mary Immucate Catholic|KIRINYAGA
10399|Kagio Nursing Home (Kagio)|KIRINYAGA
10400|Kagonye Dispensary|NYERI
10401|Kagumo College Dispensary|Nyeri
10402|Kagumo Health Centre|KIRINYAGA
10403|Kagumo Live Giving Dispensary/Laboratory|KIRINYAGA
10404|Kagumo Maternity|Kirinyaga
10405|Kagumoini Dispensary (Muranga North)|MURANG'A
10406|Kagumoini Dispensary (Muranga South)|MURANG'A
10408|Kagunduini Medical Clinic (Nyeri South)|Nyeri
10410|Kaguthi Dispensary|MURANG'A
10411|Kagwathi (SDA) Dispensary|MURANGA
10412|Kagwe Catholic Dispensary|KIAMBU
10413|Kagwe Dispensary|KIAMBU
10414|Kagwe Health Centre|Kiambu
10415|Kagwe Health Services Clinic|Kiambu
10416|Kahara Medical Clinic|NYERI
10417|Kaharo Dispensary|MURANG'A
10418|Kahatia Medical Clinic|MURANG'A
10419|Kahembe Health Centre|NYANDARUA
10420|Kaheti Dispensary & Maternity|NYERI
10421|Kahiga Dispensary|NYERI
10422|Kahuhia (ACK) Clinic|MURANG'A
10423|Kahuho I (AIC) Dispensary|NYANDARUA
10424|Kahuho Private Dispensary|KIAMBU
10425|Kahuro Medical Clinic|MURANG'A
10426|Kahuru Dispensary (Nyandarua South)|NYANDARUA
10427|Kahuru Dispensary (Nyeri North)|NYERI
10428|Kahuti Medical Clinic|MURANGA
10429|Kaimbaga Dispensary|NYANDARUA
10430|Kairi Medical Clinic|KIAMBU
10431|Kairini Dispensary|KIRINYAGA
10432|Kairo Dispensary|MURANG'A
10433|Kairo Medical Clinic|MURANG'A
10434|Kairuthi Dispensary|NYERI
10435|Kaiyaba Dispensary|NYERI
10436|Kanjinji Dispensary|KIRINYAGA
10437|Kakuzi Limited Dispensary|MURANG'A
10438|Kalimoni Hospital (Juja)|KIAMBU
10439|Kamacharia Clinic|MURANG'A
10440|Kamae Forest Dispensary|KIAMBU
10441|Kamahuha Dispensary|MURANG'A
10442|Kamakwa Medical Clinic|NYERI
10443|Kambirwa Health Centre|MURANG'A
10445|Kambiti Health Centre|MURANG'A
10446|Kambui (PCEA) Dispensary|KIAMBU
10447|Kamburaini Dispensary|NYERI
10448|Kamburu (PCEA) Dispensary|KIAMBU
10449|Kamfas Clinic|KIRINYAGA
10450|Kamoko Health Centre|NYERI
10453|Kamumo Medical Clinic|Kirinyaga
10454|Kamunganga (ACK) Dispensary|MURANG'A
10455|Kamunyaka Clinic|MURANG'A
10456|Kamwangi Health Services|Kiambu
10458|Kamweti Dispensary|KIRINYAGA
10459|Kandara Sub County Hospital|MURANG'A
10460|Kanderendu Dispensary|MURANG'A
10461|Kandongu Dispensary|KIRINYAGA
10462|Kangaita Health Centre|KIRINYAGA
10463|Kangaita Medical Clinic (Kirinyaga Central)|Kirinyaga
10465|Kangari Health Centre|MURANG'A
10466|Kangari Medical Clinic|Kiambu
10468|Kangaru Dispensary (Kirinyaga)|KIRINYAGA
10469|Kangema Medical Clinic|MURANG'A
10470|Kangema Sub-District Hospital|MURANG'A
10471|Kangu Dispensary|KIRINYAGA
10472|Kanjama Dispensary|MURANG'A
10473|Kanjuiri Dispensary|NYANDARUA
10474|Kanyenyaini Health Centre|MURANG'A
10475|Kanyenyaini Medical Clinic|MURANG'A
10476|Karaba Health Centre (Nyeri South)|NYERI
10477|Karaha Dispensary|MURANG'A
10478|Karaini (ACK) Dispensary|KIRINYAGA
10479|Karandi Health Clinic|Nyeri
10480|Karangaita Socfinaf Dispensary|MURANG'A
10481|Karangatha Health Centre|NYANDARUA
10482|Karangi Dispensary|MURANG'A
10483|Karangia Health Clinic|NYERI
10484|Karatina Catholic Dispensary|NYERI
10485|Karatina District Hospital|NYERI
10486|Karatina Home Based Care Dispensary|NYERI
10487|Karatina Medical Services|NYERI
10488|Karatina Nursing Home|NYERI
10489|Karatu Health Centre|KIAMBU
10490|Karemeno Health Centre|NYERI
10491|Karen Hospital Annex|NYERI
10492|Kareri Medical Clinic|Nyeri
10493|Karia Health Centre|KIAMBU
10494|Kariko Dispensary (Nyeri South)|NYERI
10495|Karima Catholic Dispensary|NYERI
10496|Karima Dispensary (Nyeri South)|NYERI
10497|Karinga Mission|KIAMBU
10499|Kariti Dispensary|MURANG'A
10500|Kariua Dispensary|MURANG'A
10501|Kariumba Medical Clinic|NYERI
10504|Karumandi  Health Centre|KIRINYAGA
10505|Karundu Dispensary|Nyeri
10507|Karuri Health Centre|KIAMBU
10508|Karure Medical Clinic|KIAMBU
10509|Kasuku Health Centre|NYANDARUA
10511|Kaweru Medical Clinic|MURANGA
10512|Kenol Hospital|MURANG'A
10513|Kenton Dispensary|NYANDARUA
10514|Kenwa-Nyeri|NYERI
10515|Kenya Institute of Professional Counsellors|Nyeri
10516|Kenya Nut Company Dispensary|KIAMBU
10517|Kenya Police College Dispensary|NYERI
10518|Immaculate Heart Hospital Kereita|KIAMBU
10519|Kerugoya Catholic Dispensary|KIRINYAGA
10520|Kerugoya District Hospital|KIRINYAGA
10521|Eastend Clinic|KIRINYAGA
10522|Kerugoya Medical Centre|KIRINYAGA
10523|Kesma Clinic|MURANG'A
10524|Khilna Medical Clinic|KIAMBU
10525|Kerugoya Medical Laboratory|Kirinyaga
10526|Kiaguthu Dispensary|Nyeri
10527|Kiahuria Medical Clinic|KIAMBU
10528|Kiairathe Dispensary|MURANG'A
10529|Kiairegi Clinic|MURANG'A
10530|Kiamabara Health Centre|NYERI
10531|Kiamagunyi (ACK) Clinic|KIRINYAGA
10532|Kiamanyeki Dispensary|KIRINYAGA
10533|Kiamara Dispensary|MURANG'A
10534|Kiamara Medical Clinic|MURANGA
10535|Kiamariga Medical Clinic|Nyeri
10536|Kiamathaga Dispensary|NYERI
10537|Kiambogo Dispensary (Nyandarua South)|NYANDARUA
10538|Kiambogo Medical Clinic|NYERI
10539|Kiambu County Referal Hospital|KIAMBU
10540|Kiambu Institute of Science and Technology Dispens|KIAMBU
10541|Kiambuthia Medical Clinic|Nyeri
10542|Kiamuiru Medical Clinic|Nyeri
10543|Kiamuthambi Medical Clinic|Kirinyaga
10544|Kiamutugu Clinic|Kirinyaga
10545|Kiamutugu Health Centre|KIRINYAGA
10546|Kiamuya Dispensary|NYERI
10547|Kiamwathi Medical Clinic|NYERI
10549|Kiandai Clinic|Kirinyaga
10551|Kiandegwa (Methodist Church of Kenya) Dispensary|KIRINYAGA
10552|Kiandere Dispensary|NYERI
10553|Kiandu Medical Clinic|NYERI
10554|Kiane Medical & Eye Clinic|MURANGA
10555|Kiangombe Dispensary|KIRINYAGA
10556|Kiangai Health Centre|KIRINYAGA
10557|Kiangai Medical Clinic|KIRINYAGA
10558|Kiangochi Dispensary|MURANG'A
10559|Kiangunyi Dispensary|MURANG'A
10561|Kiangwenyi Clinic|KIRINYAGA
10562|Kianjege Dispensary|KIRINYAGA
10563|Mercy Medical (Kianugu) Clinic|KIRINYAGA
10564|Kianyaga Catholic Health Centre|KIRINYAGA
10565|Kianyaga Sub-District Hospital|KIRINYAGA
10566|Kiaragana Dispensary|KIRINYAGA
10567|Kiaruhiu (PCEA) Health Centre|Nyeri
10568|Kiaruhiu Medical Clinic|Nyeri
10570|Kiawarigi Medical Clinic|Nyeri
10571|Kibirigwi Health Centre|KIRINYAGA
10573|Kibubuti Dispensary|Kiambu
10574|Kiburu Dispensary|KIRINYAGA
10575|Kiburu Laboratory|KIRINYAGA
10577|Kibutha Dispensary|MURANG'A
10578|Kibutha Medical Clinic|MURANG'A
10579|Kids Alive Dispensary|NYERI
10580|Kieni Dispensary (Gatundu)|Kiambu
10581|Kiganjo Dispensary|KIAMBU
10582|Kiganjo Health Centre|NYERI
10583|Kiganjo Medical Care Clinic|Nyeri
10584|Kigetuini Dispensary|MURANG'A
10585|Kigongo Medical Clinic|KIAMBU
10586|Kigoro Dispensary|MURANG'A
10587|Kigumo Health Centre (Kiambu East)|KIAMBU
10588|Kigumo Sub County Hospital (Kigumo)|MURANG'A
10590|Kihaaro Medical Clinic|NYERI
10591|Kihara Sub-District Hospital|KIAMBU
10592|Kihinga Dispensary|MURANGA
10593|Kihora Medical Clinic|Nyeri
10594|Kihoya Dispensary|MURANG'A
10595|Kihoya Medical Centre|MURANG'A
10596|Kihugiru Maternity Disp|Nyeri
10597|Kihumbuini (PCEA) Dispensary|MURANG'A
10598|Kihumbu-Ini Community Dispensary|MURANG'A
10599|Kihuro (ACK) Dispensary|MURANG'A
10600|Kihuti Orthodox Clinic|Nyeri
10601|Kihuyo Dispensary|NYERI
10602|Kijabe (AIC) Hospital|KIAMBU
10603|Kikuyu (PCEA) Hospital|KIAMBU
10604|Akshar Nursing Home|KIAMBU
10605|Kimahuri Medical Clinic|NYERI
10606|Kimandi Clinic and Laboratory|Kiambu
10607|Kimbimbi Medical Clinic|KIRINYAGA
10608|Kimbimbi Medical Laboratory| Tech & Technologists Board
10609|Kimbimbi Sub-District Hospital|KIRINYAGA
10610|Kimende Orthodox Mission Health Centre|KIAMBU
10611|Kimondo Medical Clinic|NYERI
10612|Kimunyu (PCEA) Dispensary|KIAMBU
10613|Kinale Forest Dispensary|KIAMBU
10614|Kinja Dispensary|Nyandarua
10615|Kinunga Health Centre|NYERI
10616|Kinunga Medical Clinic|NYERI
10617|Kinyangi Health Centre|MURANG'A
10618|Kinyona Health Clinic|MURANGA
10619|Kiracha Medical Clinic|MURANGA
10622|Kirathimo Medical Clinic|KIAMBU
10623|Kireita Mission Dispensary|Kiambu
10624|Kiria Health Centre|MURANG'A
10625|Kiria-Ini Dispensary|MURANG'A
10626|Kiriaini Medical Clinic|MURANG'A
10627|Kiria-Ini Mission Hospital|MURANG'A
10628|Kirichu Market Medical Clinic|NYERI
10629|Kiriita Forest Dispensary|KIAMBU
10631|Kirimara Clinic|Kirinyaga
10632|Kirimukuyu Medical Clinic|NYERI
10633|Kirinyaga Laboratory Supplies|Kirinyaga
10634|Kiriogo Dispensary|NYANDARUA
10635|Kirogo Dispensary|KIRINYAGA
10636|Kirogo Health Centre|MURANG'A
10637|Kiruri Dispensary (Muranga North)|MURANG'A
10638|Kirurumi Dispensary|NYERI
10639|Kirwara Sub District|MURANG'A
10640|Kirwara Health Clinic|MURANG'A
10641|Kiumbu Health Centre|KIRINYAGA
10642|Kiunyu Dispensary|MURANG'A
10643|Kiuu Dispensary|NYERI
10644|Koimbi Medical Clinic|MURANGA
10646|Kutus Catholic Dispensary|KIRINYAGA
10647|Kutus Dispensary|KIRINYAGA
10651|Kwa Nganga Medicare|MURANG'A
10652|Labura/Babito Medical Clinic|NYERI
10653|Lamuria Dispensary (Nyeri North)|NYERI
10654|Lankia (PCEA) Dispensary|Kiambu
10655|Lari Hospital|KIAMBU
10656|Leshau Medical Clinic|NYANDARUA
10657|Leshau Pondo Health Centre|NYANDARUA
10659|Life Care Ministry Clinic|Kiambu
10660|Lilian Wachuka Clinic|MURANG'A
10661|Limuru Health Centre|KIAMBU
10662|Limuru Nursing Home|KIAMBU
10663|Little Flower Dispensary|Nyeri
10664|Liz Medical Clinic|Kiambu
10665|Lucimed Clinic|LAIKIPIA
10666|Lussigetti Health Centre|KIAMBU
10667|Mabroukie Dispensary|KIAMBU
10669|Magutu (PCEA) Dispensary|NYERI
10670|Mahiga (PCEA) Dispensary|NYERI
10671|Maina & Mwangi Health Centre|NYANDARUA
10672|Maina Village Dispensary|LAIKIPIA
10674|Makuyu Health Centre|MURANG'A
10675|Makwa Medical Clinic|Nyeri
10676|Mama Margaret Medical Clinic|KIAMBU
10677|Mamuki Medical Clinic|KIRINYAGA
